MP,Party,PGroup,Constituency,Gender,Advice,BooksArticles,Job,Speeches,Survey,TVRadio,Uncategorised,Total,Party_Conservative,Party_Labour,Party_Liberal.Democrat,Party_Other,Party_Scottish.National.Party,ons_id,ons_region_id,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,conp,labp,majp,birth_date,email,family_name,gender,given_name,id,image,sort_name,honorific_prefix,death_date,dob,age,wiki,alma,oxbridge,totalfit,confit,labfit,xcentre,ycentre
Jim Cunningham,Labour,Labour,Coventry South,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000651,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:39,Lab hold,Lab,Con,70736,47009,114,7947,17927,25874,1343,1037,604,0,0,0,0,0,0,0,224,0,0.381352507,0.550405242,16.9052735,04/02/1941,jim.cunningham.mp@parliament.uk,Cunningham,male,Jim,568d99e6-67e2-42fd-af01-f955f0d891ab,https://candidates.democracyclub.org.uk/media/images/images/1867.png,"Cunningham, Mr Jim",NA,NA,04/02/1941,80,https://en.wikipedia.org/wiki/Jim_Cunningham_(politician),Trade Union College in Tillicoultry,FALSE,NA,NA,NA,-1.923695557,53.07899307
Wayne David,Labour,Labour,Caerphilly,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000076,W92000004,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:03,Lab hold,Lab,Con,64381,41297,83,12078,10413,22491,725,1259,447,0,5962,0,0,0,0,0,0,0,0.252149067,0.544615832,29.2466765,01/07/1957,davidw@parliament.uk,David,male,Wayne,b9d577bd-f12e-452c-b6de-6b39de1121f8,https://candidates.democracyclub.org.uk/media/images/553bad3410284be476aae89c.png,"David, Wayne",NA,NA,01/07/1957,64,https://en.wikipedia.org/wiki/Wayne_David,Cardiff UniversitySwansea University,FALSE,NA,NA,NA,-4.098316465,52.10771151
Mims Davies,Conservative,Conservative,Eastleigh,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000685,E12000008,Hampshire,South East,England,Borough,09/06/2017 02:37,Con hold,Con,LD,81212,57280,136,14179,28889,11454,14710,1477,750,0,0,0,0,0,0,0,0,0,0.504347067,0.199965084,24.7538408,02/06/1975,mims.davies.mp@parliament.uk,Davies,female,NA,696743fe-7836-42af-b101-2a63816188c4,https://candidates.democracyclub.org.uk/media/images/5481e72ab150e238702c04f3.png,"Davies, Mims",NA,NA,02/06/1975,46,https://en.wikipedia.org/wiki/Mims_Davies,Swansea University,FALSE,NA,NA,NA,-2.739178864,50.81268757
Geraint Davies,Labour,Labour,Swansea West,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000047,W92000004,West Glamorgan,Wales,Wales,Borough,09/06/2017 02:34,Lab hold,Lab,Con,56892,37282,83,10598,11680,22278,1269,0,434,0,1529,0,0,0,0,0,92,0,0.313287914,0.597553779,28.4265866,03/05/1960,geraint.davies.mp@parliament.uk,Davies,male,Geraint,94c67f1f-5d80-488c-b963-abb89e0c7e32,https://candidates.democracyclub.org.uk/media/images/553c9fb8dcfe1d5b5cf8146d.png,"Davies, Geraint",NA,NA,03/05/1960,61,https://en.wikipedia.org/wiki/Geraint_Davies_(Labour_politician),"Jesus College, Oxford",TRUE,NA,NA,NA,-5.185630487,52.10771151
Martyn Day,SNP,Other,Linlithgow And East Falkirk,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000043,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 03:37,SNP hold,SNP,Lab,86186,56094,92,2919,16311,17469,1926,0,0,20388,0,0,0,0,0,0,0,0,0.290779763,0.311423682,5.2037651,26/03/1971,martyn.day.mp@parliament.uk,Day,male,Martyn,040564ec-bc73-497c-807f-6ca156abce7e,https://candidates.democracyclub.org.uk/media/images/54fde7111ccf185f0d8cc4b8.png,"Day, Martyn",NA,NA,26/03/1971,50,https://en.wikipedia.org/wiki/Martyn_Day_(politician),NA,NA,NA,NA,NA,-3.554664341,57.10112202
Caroline Dinenage,Conservative,Conservative,Gosport,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000713,E12000008,Hampshire,South East,England,Borough,09/06/2017 03:04,Con hold,Con,Lab,74152,49481,28,17211,30647,13436,2328,1790,1024,0,0,0,0,0,0,0,256,0,0.619369051,0.27153857,34.783048,28/10/1971,caroline.dinenage.mp@parliament.uk,Dinenage,female,Caroline,014d5b06-71f0-469b-b02c-994885f00e0a,https://candidates.democracyclub.org.uk/media/images/552a7f155b858ee163ed6368.png,"Dinenage, Caroline",NA,NA,28/10/1971,50,https://en.wikipedia.org/wiki/Caroline_Dinenage,Swansea University,FALSE,NA,NA,NA,-2.195521903,50.61018369
Leo Docherty,Conservative,Conservative,Aldershot,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000530,E12000008,Hampshire,South East,England,Borough,09/06/2017 02:25,Con hold,Con,Lab,76205,48950,102,11473,26950,15477,3637,1796,1090,0,0,0,0,0,0,0,0,0,0.550561798,0.316179775,23.4382022,04/10/1976,leo.docherty.mp@parliament.uk,Docherty,male,Leo,d292819c-5624-4982-9c67-37ea28180469,https://upload.wikimedia.org/wikipedia/commons/2/27/Official_portrait_of_Leo_Docherty_crop_2.jpg,"Docherty, Leo",NA,NA,04/10/1976,45,https://en.wikipedia.org/wiki/Leo_Docherty,"SOAS, University of LondonRoyal Military Academy Sandhurst[2]",FALSE,NA,NA,NA,-2.739178864,51.41495787
Nigel Dodds,Other,Other,Belfast North,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,N06000002,N92000002,Northern Ireland,Northern Ireland,Northern Ireland,Borough,09/06/2017 03:09,DUP hold,DUP,SF,68249,45936,158,2081,0,0,0,0,644,0,0,21240,19159,2058,0,2475,360,0,0,0,4.530216,20/08/1958,doddsn@parliament.uk,Dodds,male,Nigel,59304800-1d13-4974-bca9-b03d2229f4b3,https://candidates.democracyclub.org.uk/media/images/55322f2229c5d53959d9e44e.png,"Dodds, Nigel",NA,NA,20/08/1958,63,https://en.wikipedia.org/wiki/Nigel_Dodds,"St John's College, CambridgeQueen's University of Belfast",TRUE,NA,NA,NA,-6.272939618,55.14068938
Jane Dodds,Lib Dem,Other,Brecon And Radnorshire,Female,0,0,0,0,0,0,0,0,0,0,1,0,0,W07000068,W92000004,Powys,Wales,Wales,County,09/06/2017 02:37,Con hold,Con,LD,56010,41334,63,8038,20081,7335,12043,576,0,0,1299,0,0,0,0,0,0,0,0.485822809,0.177456815,19.4464605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.826490034,52.78986828
Steve Double,Conservative,Conservative,St Austell And Newquay,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000961,E12000009,Cornwall,South West,England,County,09/06/2017 09:05,Con hold,Con,Lab,78609,54212,231,11142,26856,15714,11642,0,0,0,0,0,0,0,0,0,0,0,0.495388475,0.289862023,20.5526452,19/12/1966,steve.double.mp@parliament.uk,NA,male,Steve,dd7a8108-6106-40d4-8a45-1a72bdd5d857,https://candidates.democracyclub.org.uk/media/images/images/4231.png,"Double, Steve",NA,NA,19/12/1966,54,https://en.wikipedia.org/wiki/Steve_Double,NA,NA,NA,NA,NA,-6.272939618,50.30478741
Stephen Doughty,Labour,Labour,Cardiff South And Penarth,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000080,W92000004,South Glamorgan,Wales,Wales,Borough,09/06/2017 03:23,Lab hold,Lab,Con,76499,50736,107,14864,15318,30182,1430,942,532,0,2162,0,0,0,0,0,170,0,0.301915799,0.594883318,29.2967518,15/04/1980,stephen.doughty.mp@parliament.uk,Doughty,male,Stephen,66c2342d-cc10-493b-b937-468d7bbb5a91,https://candidates.democracyclub.org.uk/media/images/553b984410284be476aae87e.png,"Doughty, Stephen",NA,NA,15/04/1980,41,https://en.wikipedia.org/wiki/Stephen_Doughty,"Corpus Christi College, Oxford University of St Andrews",TRUE,NA,NA,NA,-3.826490034,52.00939727
Oliver Dowden,Conservative,Conservative,Hertsmere,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000745,E12000006,Hertfordshire,East,England,County,09/06/2017 01:46,Con hold,Con,Lab,73561,52253,136,16951,31928,14977,2794,1564,990,0,0,0,0,0,0,0,0,0,0.611027118,0.286624691,32.4402427,01/08/1978,oliver.dowden.mp@parliament.uk,Dowden,male,Oliver,18be9567-0583-4f3b-a957-34b425ef988a,https://candidates.democracyclub.org.uk/media/images/5501a462551f41c939045334.png,"Dowden, Oliver",NA,NA,01/08/1978,43,https://en.wikipedia.org/wiki/Oliver_Dowden,"Trinity Hall, Cambridge",TRUE,NA,NA,NA,-1.380040571,52.49880839
Jackie Doyle-Price,Conservative,Conservative,Thurrock,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000995,E12000006,Essex,East,England,Borough,09/06/2017 03:06,Con hold,Con,Lab,78154,50325,97,345,19880,19535,798,10112,0,0,0,0,0,0,0,0,0,0,0.39503229,0.38817685,0.685544,05/08/1969,jackie.doyleprice.mp@parliament.uk,NA,female,Jackie,8aa2b88a-1beb-456f-b946-397120756a6e,https://candidates.democracyclub.org.uk/media/images/5517fd66249b917507bee530.png,"Doyle-Price, Jackie",NA,NA,05/08/1969,52,https://en.wikipedia.org/wiki/Jackie_Doyle-Price,"University College, Durham",FALSE,NA,NA,NA,1.066410326,51.81211826
David Drew,Labour,Labour,Stroud,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000980,E12000009,Gloucestershire,South West,England,County,09/06/2017 02:52,Lab gain from Con,Lab,Con,82839,63816,97,687,29307,29994,2053,1039,1423,0,0,0,0,0,0,0,0,0,0.459242196,0.470007522,1.0765325,13/04/1952,david.drew.mp@parliament.uk,Drew,male,David,61fb7e01-1ac0-4ddf-a5b4-27a146905252,https://upload.wikimedia.org/wikipedia/commons/4/4c/Official_portrait_of_Dr_David_Drew_crop_2.jpg,"Drew, Dr David",NA,NA,13/04/1952,69,https://en.wikipedia.org/wiki/David_Drew_(politician),University of NottinghamUniversity of BirminghamUniversity of the West of England,FALSE,NA,NA,NA,-4.098316465,51.51457439
Jack Dromey,Labour,Labour,"Birmingham, Erdington",Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000561,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:56,Lab hold,Lab,Con,65067,37217,112,7285,14286,21571,750,0,610,0,0,0,0,0,0,0,0,0,0.38385684,0.57960072,19.574388,29/09/1948,jack.dromey.mp@parliament.uk,NA,male,Jack,e5fdfd92-50f1-413f-81b4-82f17012d042,https://candidates.democracyclub.org.uk/media/images/553a52e29835427b757b1e09.png,"Dromey, Jack",NA,NA,29/09/1948,73,https://en.wikipedia.org/wiki/Jack_Dromey,NA,NA,NA,NA,NA,-2.195521903,53.55658477
David Duguid,Conservative,Conservative,Banff And Buchan,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,S14000007,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 04:38,Con gain from SNP,Con,SNP,67601,41643,46,3693,19976,3936,1448,0,0,16283,0,0,0,0,0,0,0,0,0.479696468,0.094517686,8.8682372,08/10/1970,david.duguid.mp@parliament.uk,Duguid,male,David,b9985a80-cb71-4eae-8c4d-d47cf685546f,https://upload.wikimedia.org/wikipedia/commons/0/04/Official_portrait_of_David_Duguid_crop_2.jpg,"Duguid, David",NA,NA,08/10/1970,51,https://en.wikipedia.org/wiki/David_Duguid_(politician),Robert Gordon University,FALSE,NA,NA,NA,-3.282835117,57.70410307
Alan Duncan,Conservative,Conservative,Rutland And Melton,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000909,E12000004,Leicestershire,East Midlands,England,County,09/06/2017 05:54,Con hold,Con,Lab,78463,57569,141,23104,36169,13065,4711,1869,1755,0,0,0,0,0,0,0,0,0,0.62827216,0.226945057,40.1327103,31/03/1957,alan.duncan.mp@parliament.uk,Duncan,male,Alan,506bf4ed-02de-4e86-8112-5da78ba7ec8c,https://candidates.democracyclub.org.uk/media/images/551b38c013eb34c82843cb53.png,"Duncan, Sir Alan",The Right Honourable,NA,31/03/1957,64,https://en.wikipedia.org/wiki/Alan_Duncan,"
St John's College, Oxford (BA)
Harvard University",TRUE,NA,NA,NA,-0.292727345,53.65146284
Angela Eagle,Labour,Labour,Wallasey,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14001010,E12000002,Merseyside,North West,England,Borough,09/06/2017 02:03,Lab hold,Lab,Con,67454,48353,77,23320,11232,34552,772,1160,637,0,0,0,0,0,0,0,0,0,0.232291688,0.714578206,48.2286518,17/02/1961,eaglea@parliament.uk,Eagle,female,Angela,f7d231bd-b934-4fc2-95ea-575599e4b017,https://candidates.democracyclub.org.uk/media/images/5534e2f8b247335574a42e10.png,"Eagle, Ms Angela",NA,NA,17/02/1961,60,https://en.wikipedia.org/wiki/Angela_Eagle,"St John's College, Oxford",TRUE,NA,NA,NA,-4.37014495,54.30965433
Maria Eagle,Labour,Labour,Garston And Halewood,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000708,E12000002,Merseyside,North West,England,Borough,09/06/2017 02:18,Lab hold,Lab,Con,75248,53522,143,32149,9450,41599,1723,0,750,0,0,0,0,0,0,0,0,0,0.176562909,0.777231793,60.0668884,17/02/1961,eaglem@parliament.uk,Eagle,female,Maria,1c2760f1-0d8f-4357-bb6c-4e617d35ec08,https://candidates.democracyclub.org.uk/media/images/5534f3f5b247335574a42e28.png,"Eagle, Maria",NA,NA,17/02/1961,60,https://en.wikipedia.org/wiki/Maria_Eagle,"Pembroke College, OxfordUniversity of Law",TRUE,NA,NA,NA,-4.098316465,53.84057961
Jonathan Edwards,Other,Other,Carmarthen East And Dinefwr,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,W07000067,W92000004,Dyfed,Wales,Wales,County,09/06/2017 01:57,PC hold,PC,Lab,55976,41029,45,3908,10778,12219,920,985,0,0,16127,0,0,0,0,0,0,0,0.262692242,0.297813741,9.5249701,26/04/1976,jonathan.edwards.mp@parliament.uk,Edwards,male,Jonathan,10f2b450-ff3b-41b0-af25-4402532f0fbf,https://candidates.democracyclub.org.uk/media/images/54bd836dead6762e54811afb.png,"Edwards, Jonathan",NA,NA,26/04/1976,45,https://en.wikipedia.org/wiki/Jonathan_Edwards_(Welsh_politician),NA,NA,NA,NA,NA,-5.457458404,52.20580955
Clive Efford,Labour,Labour,Eltham,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000690,E12000007,London,London,England,Borough,09/06/2017 02:43,Lab hold,Lab,Con,64474,46155,150,6296,18832,25128,1457,0,0,0,0,0,0,0,0,0,738,0,0.408016466,0.544426389,13.6409923,10/07/1958,effordc@parliament.uk,Efford,male,Clive,b303094e-e6c1-45e4-962e-464ae22a555c,https://candidates.democracyclub.org.uk/media/images/553b9d51a8c0192f732ca8c3.png,"Efford, Clive",NA,NA,10/07/1958,63,https://en.wikipedia.org/wiki/Clive_Efford,NA,NA,NA,NA,NA,0.522755037,51.61397278
Michael Ellis,Conservative,Conservative,Northampton North,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000861,E12000004,Northamptonshire,East Midlands,England,Borough,09/06/2017 04:31,Con hold,Con,Lab,58861,40378,63,807,19065,18258,1015,1404,636,0,0,0,0,0,0,0,0,0,0.472163059,0.452176928,1.9986131,13/10/1967,michael.ellis.mp@parliament.uk,Ellis,male,Michael,aca29423-e8c5-4cb6-aec4-82e161a71f94,https://candidates.democracyclub.org.uk/media/images/5534f8b1b247335574a42e3d.png,"Ellis, Michael",NA,NA,13/10/1967,54,https://en.wikipedia.org/wiki/Michael_Ellis_(British_politician),University of BuckinghamCity Law School,FALSE,NA,NA,NA,-0.564555628,53.36618925
Louise Ellman,Labour,Labour,"Liverpool, Riverside",Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000793,E12000002,Merseyside,North West,England,Borough,09/06/2017 01:59,Lab hold,Lab,Con,76332,48020,158,35947,4652,40599,1187,0,1582,0,0,0,0,0,0,0,0,0,0.096876302,0.845460225,74.8583923,14/11/1945,louise.ellman.mp@parliament.uk,Ellman,female,Louise,36be8f2b-ea28-40c0-9dc9-03df32857324,https://candidates.democracyclub.org.uk/media/images/5518386d249b917507bee56a.png,"Ellman, Dame Louise",NA,NA,14/11/1945,76,https://en.wikipedia.org/wiki/Louise_Ellman,University of HullUniversity of York,FALSE,NA,NA,NA,-4.37014495,54.12266095
Tobias Ellwood,Conservative,Conservative,Bournemouth East,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000584,E12000009,Dorset,South West,England,Borough,09/06/2017 03:38,Con hold,Con,Lab,74591,48618,115,7937,25221,17284,3168,1405,1236,0,0,0,0,0,0,0,304,0,0.518758485,0.355506191,16.3252293,12/08/1966,tobias.ellwood.mp@parliament.uk,Ellwood,male,Tobias,1171bfd2-c797-4d95-a021-9fee7a111188,https://candidates.democracyclub.org.uk/media/images/55225992328bff5d39338a65.png,"Ellwood, Mr Tobias",The Right Honourable,NA,12/08/1966,55,https://en.wikipedia.org/wiki/Tobias_Ellwood,"Loughborough University (BA) City, University of London (MBA)",FALSE,NA,NA,NA,-3.282835117,50.61018369
Chris Elmore,Labour,Labour,Ogmore,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000074,W92000004,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:04,Lab hold,Lab,Con,57125,37204,72,13871,9354,23225,594,1235,0,0,2796,0,0,0,0,0,0,0,0.251424578,0.624260832,37.2836254,23/12/1983,Chris.Elmore.mp@parliament.uk,Elmore,male,Chris,14527992-e8b9-4280-a411-4dc5a87abd80,https://upload.wikimedia.org/wikipedia/commons/e/eb/Official_portrait_of_Chris_Elmore_crop_2.jpg,"Elmore, Chris",NA,NA,23/12/1983,37,https://en.wikipedia.org/wiki/Chris_Elmore,Cardiff Metropolitan University,FALSE,NA,NA,NA,-4.913802035,52.00939727
Bill Esterson,Labour,Labour,Sefton Central,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000916,E12000002,Merseyside,North West,England,County,09/06/2017 01:54,Lab hold,Lab,Con,69019,52079,128,15618,17212,32830,1381,0,656,0,0,0,0,0,0,0,0,0,0.330497897,0.630388448,29.9890551,27/10/1966,bill.esterson.mp@parliament.uk,Esterson,male,Bill,8d2dba2b-6881-47a1-8fec-562179e686a2,https://candidates.democracyclub.org.uk/media/images/553573d6367dc5383f552cd7.png,"Esterson, Bill",NA,NA,27/10/1966,55,https://en.wikipedia.org/wiki/Bill_Esterson,University of Leeds,FALSE,NA,NA,NA,-4.37014495,54.49580348
George Eustice,Conservative,Conservative,Camborne And Redruth,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000616,E12000009,Cornwall,South West,England,County,09/06/2017 04:48,Con hold,Con,Lab,68419,48456,93,1577,23001,21424,2979,0,1052,0,0,0,0,0,0,0,0,0,0.474678058,0.442133069,3.2544989,28/09/1971,george.eustice.mp@parliament.uk,Eustice,male,George,24374212-3f85-4e77-bb93-3e8e563d5995,https://candidates.democracyclub.org.uk/media/images/5524a2f0f0e9e2c82406ebb8.png,"Eustice, George",NA,NA,28/09/1971,50,https://en.wikipedia.org/wiki/George_Eustice,NA,NA,NA,NA,NA,-6.544768198,50.20254919
David Evennett,Conservative,Conservative,Bexleyheath And Crayford,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000558,E12000007,London,London,England,Borough,09/06/2017 03:41,Con hold,Con,Lab,65315,45189,92,9073,25113,16040,1201,1944,601,0,0,0,0,0,0,0,290,0,0.55573259,0.354953639,20.0778951,03/06/1949,david.evennett.mp@parliament.uk,NA,male,David,57de72bd-1c1f-45f2-a00e-8d8767423bdf,https://candidates.democracyclub.org.uk/media/images/552250c5328bff5d39338a3b.png,"Evennett, Sir David",The Right Honourable,NA,03/06/1949,72,https://en.wikipedia.org/wiki/David_Evennett,London School of Economics,FALSE,NA,NA,NA,0.794581977,51.51457439
Marion Fellows,SNP,Other,Motherwell And Wishaw,Female,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000047,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 04:07,SNP hold,SNP,Lab,68215,41926,58,318,8490,15832,920,534,0,16150,0,0,0,0,0,0,0,0,0.202499642,0.377617707,0.7584792,05/05/1949,marion.fellows.mp@parliament.uk,Fellows,female,Marion,8bbe9cba-7af9-4f6e-9e29-d2d48c26c9e6,https://candidates.democracyclub.org.uk/media/images/54fde72f1ccf185f0d8cc4b9.png,"Fellows, Marion",NA,NA,05/05/1949,72,https://en.wikipedia.org/wiki/Marion_Fellows,Heriot-Watt University,FALSE,NA,NA,NA,-3.554664341,56.57634753
Mark Field,Conservative,Conservative,Cities Of London And Westminster,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000639,E12000007,London,London,England,Borough,09/06/2017 02:50,Con hold,Con,Lab,61533,38654,133,3148,18005,14857,4270,426,821,0,0,0,0,0,0,0,275,0,0.465799141,0.384358669,8.1440472,06/10/1964,fieldm@parliament.uk,Field,male,Mark,29f4f628-260c-4418-971d-2a92859e5c05,https://candidates.democracyclub.org.uk/media/images/55225b4f328bff5d39338a6c.png,"Field, Mark",The Right Honourable,NA,06/10/1964,57,https://en.wikipedia.org/wiki/Mark_Field,"St Edmund Hall, Oxford",TRUE,NA,NA,NA,-0.564555628,51.81211826
Colleen Fletcher,Labour,Labour,Coventry North East,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000649,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:43,Lab hold,Lab,Con,75759,46508,128,15580,13919,29499,1157,1350,502,0,0,0,0,0,0,0,81,0,0.299281844,0.634277974,33.499613,23/11/1954,colleen.fletcher.mp@parliament.uk,Fletcher,female,Colleen,484f99a2-f6af-44e4-b7af-dadecd0ec609,https://candidates.democracyclub.org.uk/media/images/images/4315.png,"Fletcher, Colleen",NA,NA,23/11/1954,67,https://en.wikipedia.org/wiki/Colleen_Fletcher,NA,NA,NA,NA,NA,-1.651868975,53.1749392
Lisa Forbes,Labour,Labour,Peterborough,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000878,E12000006,Cambridgeshire,East,England,Borough,09/06/2017 03:13,Lab gain from Con,Lab,Con,71522,47738,145,607,22343,22950,1597,0,848,0,0,0,0,0,0,0,0,0,0.468033851,0.480749089,1.2715237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.564555628,53.1749392
Kevin Foster,Conservative,Conservative,Torbay,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000999,E12000009,Devon,South West,England,Borough,09/06/2017 02:08,Con hold,Con,LD,75931,51174,75,14283,27141,9310,12858,1213,652,0,0,0,0,0,0,0,0,0,0.530366983,0.181928323,27.9106578,31/12/1978,kevin.foster.mp@parliament.uk,Foster,male,Kevin,c3796095-f3a5-4b18-8317-743a665638c1,https://candidates.democracyclub.org.uk/media/images/images/2830.png,"Foster, Kevin",NA,NA,31/12/1978,42,https://en.wikipedia.org/wiki/Kevin_Foster_(politician),University of Warwick,FALSE,NA,NA,NA,-5.185630487,50.10009195
Yvonne Fovargue,Labour,Labour,Makerfield,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000805,E12000002,Greater Manchester,North West,England,County,09/06/2017 01:24,Lab hold,Lab,Con,74259,46933,104,13542,14703,28245,1322,0,0,0,0,0,0,0,0,0,2663,0,0.313276373,0.601815354,28.8538981,29/11/1956,yvonne.fovargue.mp@parliament.uk,NA,female,Yvonne,8995c638-7b64-47ff-899f-29e8fa1555a9,https://candidates.democracyclub.org.uk/media/images/55183a01249b917507bee56c.png,"Fovargue, Yvonne",NA,NA,29/11/1956,65,https://en.wikipedia.org/wiki/Yvonne_Fovargue,University of Leeds,FALSE,NA,NA,NA,-3.554664341,54.40283454
Vicky Foxcroft,Labour,Labour,"Lewisham, Deptford",Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000789,E12000007,London,London,England,Borough,09/06/2017 03:28,Lab hold,Lab,Con,78468,55112,208,34899,7562,42461,2911,0,1640,0,0,0,0,0,0,0,538,0,0.137211497,0.770449267,63.323777,09/03/1977,vicky.foxcroft.mp@parliament.uk,Foxcroft,female,Vicky,8c8f83f8-5e64-49f4-b684-a64714e87371,https://candidates.democracyclub.org.uk/media/images/images/4372.png,"Foxcroft, Vicky",NA,NA,09/03/1977,44,https://en.wikipedia.org/wiki/Vicky_Foxcroft,De Montfort University,FALSE,NA,NA,NA,0.250925764,51.71315375
Mark Francois,Conservative,Conservative,Rayleigh And Wickford,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000888,E12000006,Essex,East,England,County,09/06/2017 01:37,Con hold,Con,Lab,78556,55323,96,23450,36914,13464,1557,2326,1062,0,0,0,0,0,0,0,0,0,0.667245088,0.24337075,42.3874338,14/08/1965,mark.francois.mp@parliament.uk,Francois,male,Mark,4cbb8157-7c61-4fb1-8340-98177e3d08e5,https://candidates.democracyclub.org.uk/media/images/5534e3b3b247335574a42e15.png,"Francois, Mr Mark",The Right Honourable,NA,14/08/1965,56,https://en.wikipedia.org/wiki/Mark_Francois,University of BristolKing's College London,FALSE,NA,NA,NA,1.338238634,52.303692
Mike Freer,Conservative,Conservative,Finchley And Golders Green,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000703,E12000007,London,London,England,Borough,09/06/2017 04:47,Con hold,Con,Lab,73329,52385,159,1657,24599,22942,3463,462,919,0,0,0,0,0,0,0,0,0,0.469580987,0.437949795,3.1631192,29/05/1960,mike.freer.mp@parliament.uk,Freer,male,Mike,638c70ce-6eff-4834-96eb-0f28ad977588,https://candidates.democracyclub.org.uk/media/images/5525fb0b413cb4432adffa84.png,"Freer, Mike",NA,NA,29/05/1960,61,https://en.wikipedia.org/wiki/Mike_Freer,NA,NA,NA,NA,NA,-1.108212806,52.20580955
Marcus Fysh,Conservative,Conservative,Yeovil,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14001060,E12000009,Somerset,South West,England,County,09/06/2017 01:51,Con hold,Con,LD,82916,59404,94,14723,32369,7418,17646,0,1052,0,0,0,0,0,0,0,919,0,0.544895967,0.124873746,24.7845263,08/11/1970,marcus.fysh.mp@parliament.uk,NA,male,Marcus,0847621f-ad48-401d-aeb7-f7adcb307f76,https://candidates.democracyclub.org.uk/media/images/5481e790b150e238702c0544.png,"Fysh, Mr Marcus",NA,NA,08/11/1970,51,https://en.wikipedia.org/wiki/Marcus_Fysh,"Corpus Christi College, Oxford",TRUE,NA,NA,NA,-4.641973564,50.71154521
